VEH_NO,PER_NO,AGE,SEX,REST_USE,ST_CASE,BODY_TYP
1,1,62,1,0,10386,31
1,1,19,1,3,10387,4
1,1,45,1,3,10388,4
2,1,47,1,3,10388,4
3,1,57,2,0,10388,4
1,1,31,2,3,10389,4
0,1,28,1,0,10390,
1,1,25,1,3,10390,4
0,1,17,1,0,10391,
0,2,5,1,0,10391,
1,1,23,1,0,10391,14
1,1,19,1,0,10392,81
2,1,28,1,3,10392,4
1,1,51,2,0,10393,15
1,1,24,1,3,10394,14
1,2,24,1,3,10394,14
1,3,23,1,0,10394,14
1,1,51,1,0,10395,30
1,1,22,1,3,10396,4
1,2,21,2,3,10396,4
1,3,2,1,4,10396,4
1,1,69,1,3,10397,20
1,1,35,1,0,10398,4
1,1,39,2,0,10399,4
1,1,53,2,3,10400,4
2,1,54,2,3,10400,31
1,1,40,1,3,10401,31
2,1,58,1,3,10401,31
1,1,48,1,99,10402,2
1,1,28,1,0,10403,2
1,2,24,1,0,10403,2
1,1,28,1,3,10404,4
1,1,68,1,5,10405,80
1,1,32,1,0,10406,30
1,2,14,1,0,10406,30
1,3,12,1,0,10406,30
1,1,39,1,5,10407,80
2,1,33,1,3,10407,31
1,1,32,1,0,10408,14
1,2,31,1,3,10408,14
1,3,17,1,0,10408,14
1,1,20,1,0,10409,6
1,1,21,1,0,10410,14
1,2,19,2,0,10410,14
1,3,99,2,3,10410,14
1,1,26,2,0,10411,14
1,1,27,1,5,10412,80
1,1,32,1,0,10413,31
1,2,65,1,0,10413,31
2,1,64,1,3,10413,4
3,1,70,1,3,10413,4
3,2,69,2,3,10413,4
1,1,46,1,5,10414,80
2,1,50,2,3,10414,14
2,2,99,9,3,10414,14
0,1,8,1,0,10415,
1,1,44,1,3,10415,31
0,1,85,2,0,10416,
1,1,21,1,3,10416,4
1,1,42,1,3,10417,4
1,2,11,2,3,10417,4
2,1,55,1,3,10417,30
1,1,31,1,0,10418,14
1,2,31,2,0,10418,14
1,3,14,2,0,10418,14
1,4,9,1,0,10418,14
1,5,10,1,3,10418,14
2,1,52,1,3,10418,66
1,1,39,1,0,10419,2
1,1,26,1,5,10420,80
1,1,18,1,0,10421,31
2,1,22,2,3,10421,4
2,2,44,2,3,10421,4
2,3,2,2,4,10421,4
1,1,72,1,0,10422,4
1,2,15,1,3,10422,4
1,1,16,2,0,10423,4
1,2,30,2,0,10423,4
1,3,22,1,0,10423,4
1,4,25,1,0,10423,4
2,1,33,2,3,10423,66
2,2,14,2,3,10423,66
3,1,17,1,3,10423,14
3,2,99,9,3,10423,14
1,1,43,1,0,10424,31
1,1,62,1,0,10425,31
1,2,51,2,3,10425,31
1,1,18,1,3,10426,4
2,1,55,1,3,10426,31
1,1,17,1,3,10427,30
1,2,17,1,3,10427,30
2,1,33,1,0,10427,30
1,1,17,2,0,10428,15
1,1,20,1,0,10429,2
1,2,40,1,0,10429,2
2,1,29,1,3,10429,4
1,1,28,2,0,10430,14
1,2,9,1,0,10430,14
1,3,4,2,4,10430,14
2,1,36,1,3,10430,14
2,2,31,2,3,10430,14
0,1,83,2,0,10431,
1,1,20,1,0,10431,4
1,1,55,2,3,10432,4
2,1,56,1,5,10432,80
2,2,52,2,5,10432,80
1,1,39,2,0,10433,14
2,1,26,2,3,10433,2
2,2,20,1,3,10433,2
2,3,0,2,4,10433,2
1,1,29,1,0,10434,31
1,1,33,1,0,10435,4
1,1,43,1,0,10436,14
1,2,36,1,0,10436,14
1,1,20,1,5,10437,80
1,2,17,2,5,10437,80
1,1,24,1,3,10438,4
2,1,25,1,3,10438,4
2,2,4,1,0,10438,4
2,3,0,2,0,10438,4
2,4,5,2,0,10438,4
2,5,1,1,0,10438,4
3,1,23,1,3,10438,4
4,1,20,1,3,10438,4
4,2,99,9,3,10438,4
1,1,41,1,5,10439,80
1,1,18,1,3,10440,15
1,2,48,2,0,10440,15
1,3,15,1,0,10440,15
1,1,33,2,0,10441,14
1,1,23,2,0,10442,3
1,2,3,1,4,10442,3
1,3,1,1,4,10442,3
1,1,39,1,3,10443,15
1,2,34,2,3,10443,15
1,3,13,1,0,10443,15
1,4,15,1,0,10443,15
1,1,46,1,3,10444,2
2,1,33,1,3,10444,31
2,2,37,1,3,10444,31
1,1,50,1,0,10445,61
2,1,45,1,3,10445,66
1,1,53,2,3,10446,14
1,2,56,2,3,10446,14
2,1,68,1,3,10446,4
2,2,67,2,3,10446,4
2,3,73,2,3,10446,4
1,1,58,2,0,10447,4
1,2,99,9,3,10447,4
1,3,44,2,3,10447,4
1,4,40,2,3,10447,4
1,1,72,1,3,10448,20
1,1,48,1,0,10449,20
1,1,26,1,0,10450,4
1,1,51,1,5,10451,80
1,1,36,2,0,10452,4
1,2,22,1,3,10452,4
1,3,10,2,0,10452,4
1,4,4,2,4,10452,4
1,5,5,2,4,10452,4
1,6,14,2,0,10452,4
1,1,60,1,3,10453,31
1,1,35,1,3,10454,6
1,2,35,2,3,10454,6
1,3,2,1,4,10454,6
2,1,42,1,3,10454,31
2,2,20,2,3,10454,31
2,3,2,1,4,10454,31
1,1,22,1,0,10455,30
1,2,16,1,0,10455,30
1,1,35,1,0,10456,20
1,1,20,1,3,10457,4
2,1,52,1,3,10457,2
1,1,52,1,3,10458,31
2,1,27,1,3,10458,66
1,1,22,1,3,10459,14
1,2,25,2,3,10459,14
1,3,25,1,3,10459,14
1,1,45,2,0,10460,15
2,1,58,1,3,10460,30
1,1,65,1,3,10461,4
1,2,50,2,3,10461,4
2,1,50,1,3,10461,63
1,1,25,1,0,10462,4
1,1,17,2,3,10463,4
1,1,88,1,3,10464,4
2,1,58,1,5,10464,80
0,1,45,2,0,10465,
1,1,23,1,3,10465,4
1,1,28,2,3,10466,4
1,2,35,1,3,10466,4
2,1,30,1,3,10466,2
1,1,33,1,3,10467,15
1,2,36,2,0,10467,15
1,3,8,1,0,10467,15
1,4,0,1,0,10467,15
2,1,42,1,3,10467,4
1,1,23,2,3,10468,14
2,1,33,2,3,10468,14
2,2,32,2,3,10468,14
2,3,65,1,3,10468,14
2,4,62,2,3,10468,14
1,1,16,1,99,10469,14
1,2,15,1,99,10469,14
1,3,15,1,99,10469,14
1,4,14,1,99,10469,14
1,1,26,1,3,10470,2
0,1,25,1,0,10471,
1,1,23,1,3,10471,2
2,1,24,1,3,10471,30
1,1,22,2,0,10472,31
1,2,22,1,0,10472,31
1,3,21,1,0,10472,31
1,4,24,1,0,10472,31
1,5,32,1,0,10472,31
1,6,31,1,0,10472,31
1,1,50,2,3,10473,14
2,1,43,1,3,10473,63
1,1,20,1,0,10474,4
1,2,17,1,0,10474,4
1,1,34,2,3,10475,14
1,2,99,9,4,10475,14
1,3,99,9,3,10475,14
2,1,43,1,3,10475,31
2,2,44,1,3,10475,31
2,3,23,1,0,10475,31
3,1,33,2,3,10475,14
3,2,63,2,3,10475,14
0,1,35,1,0,10476,
0,2,37,1,0,10476,
1,1,28,1,3,10476,4
2,1,34,1,3,10476,66
3,1,32,2,3,10476,4
1,1,79,2,3,10477,4
1,2,99,9,3,10477,4
1,3,99,9,3,10477,4
2,1,27,1,5,10477,80
1,1,46,2,0,10478,30
1,2,40,2,0,10478,30
1,1,36,1,3,10479,4
1,1,32,1,3,10480,61
1,2,99,9,3,10480,61
2,1,29,1,5,10480,80
1,1,19,2,0,10481,2
1,1,75,2,3,10482,4
1,2,10,1,0,10482,4
2,1,57,1,3,10482,30
0,1,54,2,0,10483,
1,1,25,1,3,10483,30
2,1,54,2,3,10483,14
2,2,99,9,3,10483,14
1,1,20,1,0,10484,20
1,2,22,1,0,10484,20
1,1,53,1,0,10485,31
1,1,19,1,3,10486,2
1,2,20,1,3,10486,2
1,1,48,1,3,10487,4
1,2,80,1,3,10487,4
1,3,78,2,3,10487,4
1,1,17,1,3,10488,14
1,2,17,1,3,10488,14
1,3,17,1,3,10488,14
1,4,17,1,3,10488,14
1,5,17,1,0,10488,14
1,1,76,1,3,10489,30
1,2,75,2,3,10489,30
2,1,40,1,3,10489,31
2,2,99,9,2,10489,31
2,3,99,9,3,10489,31
2,4,99,9,0,10489,31
1,1,20,1,0,10490,39
1,1,32,1,0,10491,14
1,2,20,1,0,10491,14
1,1,23,1,0,10492,30
1,2,25,1,0,10492,30
1,1,21,1,0,10493,2
1,2,20,2,0,10493,2
2,1,60,1,3,10493,4
2,2,58,2,3,10493,4
1,1,18,1,5,10494,80
1,1,17,1,3,10495,30
1,1,29,2,3,10496,4
1,2,9,2,3,10496,4
1,3,7,1,3,10496,4
1,4,5,1,4,10496,4
1,5,2,2,4,10496,4
1,1,62,2,3,10497,20
1,2,73,1,0,10497,20
1,1,15,1,0,10498,2
2,1,67,1,3,10498,4
1,1,65,1,0,10499,92
1,1,33,1,3,10500,14
1,2,34,2,3,10500,14
1,3,11,1,3,10500,14
1,1,28,1,0,10501,2
1,1,20,2,3,10502,3
1,1,42,1,0,10503,30
1,2,56,1,0,10503,30
2,1,35,1,3,10503,31
1,1,56,1,3,10504,31
1,2,99,9,3,10504,31
2,1,44,2,3,10504,4
1,1,23,1,99,10505,31
1,2,38,1,99,10505,31
1,3,32,1,99,10505,31
0,1,9,1,0,10506,
1,1,28,1,3,10506,31
1,1,40,1,0,10507,31
1,2,33,2,0,10507,31
1,3,15,2,0,10507,31
1,1,51,1,3,10508,4
2,1,73,1,3,10508,4
1,1,21,1,0,10509,31
1,1,44,1,0,10510,31
1,1,28,1,0,10511,2
1,2,30,2,3,10511,2
1,3,4,1,4,10511,2
1,1,19,1,0,10512,15
1,1,26,1,0,10513,3
2,1,53,1,3,10513,31
2,2,59,2,3,10513,31
1,1,30,1,3,10514,66
2,1,55,1,0,10514,31
1,1,51,1,0,10515,2
1,1,34,1,3,10516,4
2,1,37,1,3,10516,63
1,1,83,2,3,10517,4
1,2,81,2,3,10517,4
2,1,49,2,3,10517,20
2,2,43,1,3,10517,20
1,1,25,2,0,10518,4
1,1,61,1,3,10519,20
1,2,64,1,3,10519,20
1,3,57,2,3,10519,20
1,4,40,2,3,10519,20
1,5,59,1,3,10519,20
2,1,36,1,3,10519,4
1,1,35,1,3,10520,2
1,1,22,1,2,10521,15
1,2,24,1,0,10521,15
1,1,34,1,5,10522,80
1,1,24,1,0,10523,20
1,2,23,2,0,10523,20
1,3,23,1,0,10523,20
1,4,27,2,0,10523,20
1,5,27,2,0,10523,20
1,1,33,1,5,10525,80
1,1,30,1,0,10526,4
2,1,45,2,3,10526,20
2,2,49,1,3,10526,20
1,1,29,2,3,10527,14
1,2,24,1,3,10527,14
1,3,8,2,0,10527,14
1,4,11,1,0,10527,14
2,1,55,2,3,10527,14
2,2,71,2,0,10527,14
2,3,99,9,3,10527,14
3,1,52,2,3,10527,4
1,1,51,2,3,10528,14
1,1,17,1,0,10529,2
1,2,17,1,0,10529,2
1,3,18,2,0,10529,2
1,4,14,2,0,10529,2
1,1,33,2,3,10530,2
1,2,44,1,3,10530,2
1,1,59,1,0,10531,4
2,1,43,2,3,10531,14
2,2,16,2,3,10531,14
1,1,87,1,3,10532,4
2,1,41,2,3,10532,14
0,1,39,2,0,10533,
1,1,47,1,99,10533,30
1,1,64,1,0,10534,2
1,2,49,1,0,10534,2
1,3,46,1,3,10534,2
2,1,54,1,0,10534,2
2,2,99,9,0,10534,2
1,1,17,2,3,10535,14
1,1,19,2,3,10536,2
2,1,15,1,3,10536,30
2,2,47,1,3,10536,30
1,1,38,1,3,10537,30
1,1,45,2,3,10538,14
1,2,43,2,3,10538,14
1,3,16,2,0,10538,14
1,4,19,2,0,10538,14
1,5,17,2,0,10538,14
1,1,16,2,3,10539,2
1,2,16,2,3,10539,2
1,3,14,2,0,10539,2
1,1,32,2,0,10540,4
1,2,12,1,0,10540,4
2,1,64,2,3,10540,4
1,1,38,1,0,10541,31
1,1,29,2,0,10542,14
1,1,65,1,3,10543,14
1,1,42,1,3,10544,31
2,1,46,1,3,10544,66
1,1,43,1,0,10545,14
1,2,17,1,0,10545,14
1,1,73,1,3,10546,4
2,1,36,2,3,10546,14
1,1,17,1,0,10547,4
1,1,48,1,0,10548,15
1,1,19,2,0,10549,4
1,1,23,1,3,10550,31
1,2,23,1,3,10550,31
1,1,59,2,3,10551,20
2,1,59,2,3,10551,30
2,2,62,1,3,10551,30
0,1,34,1,0,10552,
1,1,70,2,3,10552,4
1,1,76,2,3,10553,31
1,2,75,1,3,10553,31
2,1,51,1,3,10553,63
3,1,21,2,3,10553,4
3,2,99,9,3,10553,4
1,1,49,1,5,10554,80
1,1,55,1,3,10555,2
2,1,45,1,3,10555,66
1,1,83,1,3,10556,15
1,1,69,1,0,10557,63
1,1,36,1,3,10558,4
1,1,46,1,0,10559,4
2,1,67,2,3,10559,4
1,1,30,1,3,10561,4
2,1,42,1,5,10561,80
1,1,28,1,3,10562,4
1,1,25,1,2,10563,63
1,2,21,1,0,10563,63
1,3,22,1,0,10563,63
1,4,17,2,0,10563,63
1,1,17,1,0,10564,31
1,2,17,1,0,10564,31
1,3,19,1,0,10564,31
1,1,64,1,0,10565,4
2,1,38,1,3,10565,66
2,2,99,9,3,10565,66
1,1,68,2,3,10566,2
2,1,68,2,3,10566,14
1,1,33,1,3,10567,30
0,1,41,1,0,10568,
1,1,18,1,3,10568,4
1,1,81,2,0,10569,4
2,1,29,1,3,10569,40
2,2,99,9,3,10569,40
1,1,55,1,3,10570,4
2,1,28,2,3,10570,4
1,1,18,1,3,10571,30
1,2,99,2,3,10571,30
2,1,28,1,5,10571,80
1,1,27,1,3,10572,14
2,1,34,1,5,10572,80
2,2,27,1,5,10572,80
1,1,21,1,3,10573,14
1,2,1,2,4,10573,14
1,1,20,2,3,10574,14
1,1,19,1,0,10575,4
2,1,40,2,3,10575,4
2,2,99,9,3,10575,4
2,3,99,9,3,10575,4
1,1,65,1,0,10576,63
2,1,20,1,3,10576,63
0,1,49,1,0,10577,
1,1,99,9,99,10577,99
1,1,43,1,3,10578,2
2,1,42,1,3,10578,31
2,2,61,1,3,10578,31
1,1,34,2,3,10579,20
1,2,7,2,4,10579,20
1,3,6,2,4,10579,20
2,1,51,1,0,10579,31
1,1,36,1,0,10580,31
1,1,45,1,3,10581,31
2,1,49,1,5,10581,80
1,1,15,1,3,10582,14
1,2,24,1,0,10582,14
1,3,17,2,0,10582,14
1,4,12,1,0,10582,14
1,5,25,1,0,10582,14
1,6,31,2,99,10582,14
1,1,25,1,0,10583,4
2,1,28,2,0,10583,4
1,1,24,1,0,10584,4
1,1,17,2,0,10585,14
1,1,26,2,0,10586,4
1,1,73,1,0,10587,4
1,1,18,1,3,10588,4
1,2,24,1,3,10588,4
2,1,21,1,3,10588,4
2,2,25,1,0,10588,4
2,3,23,1,0,10588,4
1,1,37,2,3,10589,2
1,2,42,2,3,10589,2
2,1,40,2,3,10589,15
1,1,19,1,5,10590,80
1,1,22,1,0,10591,2
1,2,17,2,0,10591,2
2,1,69,1,3,10591,15
2,2,59,2,3,10591,15
3,1,43,2,3,10591,14
1,1,68,1,0,10592,4
2,1,26,2,3,10592,14
1,1,33,1,3,10593,66
1,2,99,9,3,10593,66
2,1,48,1,3,10593,4
2,2,33,2,3,10593,4
1,1,51,1,0,10594,2
1,2,46,2,3,10594,2
1,3,13,1,0,10594,2
1,4,8,1,3,10594,2
2,1,57,1,0,10594,4
1,1,40,1,0,10595,2
1,1,21,1,0,10596,2
2,1,50,2,3,10596,4
2,2,52,1,3,10596,4
1,1,21,1,0,10597,2
1,1,18,1,0,10598,4
1,2,99,9,3,10598,4
1,3,16,1,0,10598,4
0,1,44,1,0,10599,
1,1,40,1,0,10599,4
1,1,15,1,0,10600,90
1,1,41,2,0,10601,4
1,1,43,1,0,10602,14
1,1,22,1,3,10603,31
2,1,28,1,5,10603,80
2,2,31,2,5,10603,80
1,1,56,2,3,10604,14
2,1,27,1,5,10604,80
1,1,59,2,0,10605,14
1,1,20,2,3,10606,4
1,2,5,2,3,10606,4
1,3,4,2,4,10606,4
1,1,16,1,3,10607,14
1,2,11,2,3,10607,14
1,3,11,2,3,10607,14
1,1,19,1,0,10608,4
1,1,52,1,0,10609,31
1,1,78,2,3,10610,20
1,2,87,1,3,10610,20
2,1,41,2,3,10610,16
3,1,20,1,3,10610,4
3,2,99,9,3,10610,4
4,1,39,1,3,10610,30
1,1,44,2,0,10611,21
1,1,73,1,0,10612,31
2,1,39,1,3,10612,66
1,1,62,1,0,10613,31
1,1,23,1,5,10614,80
1,1,45,2,0,10615,4
2,1,25,1,0,10615,31
2,2,26,1,0,10615,31
1,1,26,1,5,10616,80
0,1,53,1,0,10617,
1,1,37,1,3,10617,20
1,2,99,9,3,10617,20
1,3,99,9,3,10617,20
1,4,99,9,2,10617,20
1,5,99,9,3,10617,20
1,1,52,1,0,10618,4
2,1,32,1,5,10618,80
1,1,47,1,0,10619,4
1,1,31,1,0,10620,3
1,1,21,1,3,10621,31
1,2,99,9,3,10621,31
2,1,36,1,0,10621,2
1,1,40,2,0,10622,4
1,1,16,1,0,10623,4
1,2,16,1,0,10623,4
1,3,15,1,0,10623,4
1,4,16,1,0,10623,4
1,1,24,1,0,10624,31
1,1,21,1,3,10625,30
1,1,23,1,3,10626,31
2,1,41,1,5,10626,80
1,1,47,1,0,10627,66
1,1,47,1,0,10628,30
2,1,46,1,0,10628,2
0,1,33,1,0,10629,
1,1,99,9,99,10629,99
1,1,78,1,3,10630,31
1,1,50,1,0,10631,30
1,1,82,1,3,10632,31
1,2,52,1,0,10632,31
1,1,20,2,0,10633,31
1,2,20,2,0,10633,31
1,3,39,2,0,10633,31
1,1,32,1,0,10634,30
1,2,34,1,0,10634,30
1,1,69,2,3,10635,30
1,2,69,1,3,10635,30
1,1,51,1,3,10636,4
2,1,28,1,3,10636,66
1,1,30,1,5,10637,80
2,1,55,1,3,10637,30
0,1,49,1,0,10638,
1,1,18,1,0,10638,2
1,1,42,1,0,10639,61
1,1,74,1,3,10640,4
2,1,21,1,3,10640,30
1,1,39,1,3,10641,66
2,1,30,1,3,10641,31
2,2,24,1,3,10641,31
2,3,35,1,0,10641,31
1,1,37,2,0,10642,4
1,2,18,2,0,10642,4
2,1,61,1,3,10642,31
1,1,43,1,15,10643,80
1,1,15,1,0,10644,90
1,1,22,2,0,10645,14
1,2,19,2,0,10645,14
1,3,4,1,0,10645,14
1,4,2,1,0,10645,14
0,1,54,2,0,10646,
1,1,36,1,3,10646,4
1,1,51,2,0,10647,14
1,1,18,2,3,10648,4
1,1,33,1,0,10649,14
1,1,48,2,1,10650,99
1,2,99,9,4,10650,99
1,3,9,2,0,10650,99
1,1,40,1,0,10651,30
1,1,24,1,0,10652,80
1,1,52,2,3,10653,15
1,2,99,9,3,10653,15
1,1,20,1,99,10654,31
2,1,27,1,0,10654,30
2,2,24,1,0,10654,30
3,1,20,2,3,10654,14
3,2,99,9,3,10654,14
3,3,99,9,3,10654,14
3,4,99,9,4,10654,14
1,1,62,1,0,10655,4
1,1,17,1,0,10656,30
2,1,49,2,3,10656,16
1,1,23,1,99,10657,15
2,1,52,1,3,10657,66
1,1,11,2,0,10658,90
1,1,36,1,0,10659,15
2,1,63,1,3,10659,63
1,1,23,2,0,10660,2
1,1,87,1,3,10661,4
1,2,99,9,3,10661,4
2,1,37,1,3,10661,14
3,1,39,2,3,10661,30
3,2,99,9,3,10661,30
1,1,32,2,0,10662,15
1,1,36,1,0,10663,31
0,1,34,1,0,10664,
1,1,68,1,2,10664,40
1,1,19,1,3,10665,31
2,1,25,1,3,10665,31
1,1,28,1,0,10666,66
1,2,65,1,0,10666,66
0,1,13,1,0,10667,
1,1,32,1,3,10667,14
1,2,99,9,3,10667,14
1,1,71,1,0,10668,31
1,1,86,1,3,10669,30
2,1,19,1,3,10669,62
2,2,15,2,3,10669,62
1,1,44,1,99,10670,4
2,1,30,1,2,10670,66
1,1,30,1,0,10671,2
1,1,62,2,0,10672,4
1,1,22,2,0,10673,4
1,2,1,1,0,10673,4
1,3,3,2,0,10673,4
2,1,30,1,3,10673,4
2,2,1,1,4,10673,4
1,1,77,1,3,10674,4
1,1,44,2,0,10675,20
1,1,52,1,3,10676,30
2,1,56,1,3,10676,31
2,2,45,2,3,10676,31
2,3,24,2,3,10676,31
2,4,16,1,0,10676,31
1,1,23,1,3,10677,2
2,1,23,1,5,10677,80
1,1,22,1,0,10678,80
1,1,18,2,0,10679,4
1,2,18,2,3,10679,4
2,1,38,2,3,10679,4
3,1,65,1,3,10679,14
3,2,99,9,3,10679,14
1,1,34,2,0,10680,4
2,1,55,1,3,10680,31
2,2,99,9,3,10680,31
1,1,67,1,0,10681,15
1,1,25,1,3,10682,4
2,1,62,2,3,10682,31
1,1,20,1,0,10684,4
1,1,53,2,3,10685,4
2,1,41,1,3,10685,4
2,2,99,9,3,10685,4
1,1,18,2,3,10686,2
1,2,17,2,3,10686,2
1,1,87,1,0,10687,4
2,1,35,1,3,10687,66
1,1,31,1,0,10688,4
1,2,31,2,3,10688,4
2,1,51,1,3,10688,30
0,1,7,1,0,10690,
1,1,46,2,3,10690,4
1,2,99,9,3,10690,4
1,1,19,1,3,10691,30
1,2,16,2,3,10691,30
1,3,99,9,2,10691,30
2,1,25,1,3,10691,31
2,2,99,9,2,10691,31
2,3,99,9,3,10691,31
1,1,19,1,0,10692,31
1,1,45,1,0,10693,2
1,1,71,2,3,10694,4
2,1,33,2,3,10694,14
2,2,29,1,3,10694,14
1,1,31,2,0,10695,4
1,2,17,1,0,10695,4
1,3,3,1,0,10695,4
1,4,8,2,0,10695,4
1,1,19,1,0,10696,4
1,1,26,1,0,10697,4
1,2,27,1,0,10697,4
1,1,39,1,0,10698,14
1,2,30,1,0,10698,14
1,3,30,1,3,10698,14
1,4,26,1,0,10698,14
1,1,50,2,3,10699,4
2,1,35,1,3,10699,31
1,1,61,1,0,10700,14
1,1,25,2,0,10701,14
1,1,52,2,0,10702,30
1,1,47,1,3,10703,4
1,2,22,1,3,10703,4
1,3,31,2,3,10703,4
1,1,18,1,0,10704,31
2,1,30,1,0,10704,31
2,2,33,1,3,10704,31
2,3,27,1,0,10704,31
1,1,31,1,0,10705,30
1,2,47,1,0,10705,30
1,3,20,1,0,10705,30
2,1,37,1,0,10705,15
2,2,35,2,0,10705,15
2,3,1,1,4,10705,15
1,1,25,1,3,10706,4
1,1,30,1,0,10707,4
2,1,40,1,3,10707,40
1,1,18,1,0,10708,4
1,2,52,1,0,10708,4
2,1,53,1,3,10708,31
1,1,22,1,0,10709,4
2,1,59,2,3,10709,4
1,1,37,1,3,10710,14
1,1,16,1,3,10711,4
1,1,47,1,0,10712,31
1,1,26,1,0,10713,30
2,1,59,1,3,10713,66
1,1,54,1,0,10714,4
2,1,42,2,3,10714,4
1,1,21,1,3,10715,4
2,1,37,1,3,10715,66
2,2,99,9,3,10715,66
1,1,24,1,0,10716,31
1,1,20,1,3,10717,16
1,2,24,1,0,10717,16
1,1,23,1,0,10718,20
1,1,19,2,0,10719,3
1,1,57,1,3,10720,66
2,1,82,1,3,10720,30
1,1,51,1,0,10721,4
1,1,71,1,0,10722,14
1,1,43,1,3,10723,2
2,1,54,1,5,10723,80
2,2,51,2,5,10723,80
1,1,49,2,0,10724,31
1,1,23,1,5,10725,80
1,1,29,1,0,10726,31
0,1,42,2,0,10727,
1,1,99,9,99,10727,4
1,1,69,1,3,10728,30
2,1,33,1,5,10728,80
1,1,21,2,0,10729,4
1,1,50,1,3,10730,14
1,1,40,1,5,10731,80
1,2,44,2,5,10731,80
1,1,38,1,0,10732,4
1,1,36,1,0,10733,4
1,2,3,1,8,10733,4
1,3,9,2,3,10733,4
1,4,8,2,3,10733,4
2,1,21,1,3,10733,4
1,1,55,2,0,10734,30
1,2,54,1,0,10734,30
1,1,38,2,3,10735,4
1,2,15,2,3,10735,4
1,3,10,2,3,10735,4
1,4,9,2,0,10735,4
1,1,28,1,0,10736,4
1,1,23,1,3,10737,4
0,1,34,1,0,10738,
1,1,99,9,99,10738,99
1,1,40,2,0,10739,2
2,1,35,1,3,10739,14
2,2,99,9,3,10739,14
1,1,41,1,2,10740,31
1,1,34,1,3,10741,4
1,2,36,2,0,10741,4
1,3,31,2,0,10741,4
2,1,59,2,3,10741,4
2,2,84,2,3,10741,4
2,3,61,2,0,10741,4
1,1,18,1,0,10742,90
1,2,16,1,0,10742,90
0,1,20,2,0,10743,
1,1,46,1,3,10743,4
1,1,26,1,3,10744,66
2,1,34,2,3,10744,4
2,2,6,1,3,10744,4
3,1,72,1,3,10744,66
1,1,30,1,0,10745,2
2,1,30,1,0,10745,31
1,1,30,1,0,10746,4
1,2,21,1,0,10746,4
1,3,19,1,0,10746,4
1,1,49,1,1,10747,30
1,2,99,9,1,10747,30
1,1,29,2,3,10748,15
2,1,62,2,3,10748,20
2,2,65,1,3,10748,20
1,1,24,1,0,10749,31
1,1,18,2,3,10750,2
1,2,26,2,3,10750,2
1,3,5,2,4,10750,2
1,4,1,1,4,10750,2
1,1,44,1,0,10751,31
1,1,23,1,3,10752,4
1,1,22,1,5,10753,80
1,1,20,1,0,10754,4
1,1,30,1,3,10755,4
2,1,33,1,3,10755,4
2,2,62,2,3,10755,4
1,1,22,1,0,10756,4
2,1,51,1,3,10756,31
2,2,55,2,0,10756,31
2,3,30,2,0,10756,31
2,4,99,9,4,10756,31
1,1,62,1,0,10757,20
1,2,22,1,0,10757,20
2,1,65,2,2,10757,50
2,2,5,1,0,10757,50
1,1,25,2,3,10758,4
1,2,53,1,0,10758,4
2,1,23,1,0,10758,31
2,2,23,2,0,10758,31
0,1,49,1,0,10759,
1,1,27,1,3,10759,31
1,2,99,9,3,10759,31
1,1,25,1,0,10760,2
1,2,30,1,0,10760,2
1,1,30,2,5,10761,80
2,1,64,1,3,10761,15
2,2,99,9,3,10761,15
1,1,60,1,3,10762,30
1,1,34,1,0,10763,31
1,1,41,1,0,10764,14
1,2,60,2,0,10764,14
1,1,24,1,0,10765,15
2,1,54,2,3,10765,4
1,1,36,1,5,10766,80
1,1,35,2,0,10767,4
1,2,51,1,0,10767,4
2,1,40,1,3,10767,4
2,2,38,2,3,10767,4
1,1,49,1,0,10768,4
1,1,40,1,99,10769,31
2,1,57,1,3,10769,31
2,2,87,1,3,10769,31
1,1,43,2,3,10770,4
2,1,34,1,3,10770,4
1,1,21,1,0,10771,4
1,2,17,1,0,10771,4
1,3,21,1,0,10771,4
1,1,62,1,3,10772,4
0,1,39,2,0,10773,
0,2,1,1,0,10773,
1,1,38,1,3,10773,30
1,1,19,1,0,10775,2
1,2,14,1,0,10775,2
1,1,43,1,5,10776,80
1,2,40,1,5,10776,80
0,1,42,2,0,10777,
1,1,35,1,3,10777,20
1,1,54,1,3,10778,15
0,1,50,1,0,10779,
1,1,57,2,3,10779,14
1,1,35,1,3,10780,4
1,2,99,9,3,10780,4
1,3,48,2,0,10780,4
2,1,44,1,3,10780,31
2,2,99,9,3,10780,31
1,1,55,2,0,10781,14
1,1,47,1,0,10782,14
2,1,57,2,0,10782,4
3,1,40,1,3,10782,31
1,1,20,1,3,10783,4
0,1,37,1,0,10784,
1,1,24,2,3,10784,15
1,1,31,1,5,10785,80
1,1,51,1,3,10786,4
2,1,57,1,0,10786,14
2,2,54,1,0,10786,14
1,1,27,1,99,10787,31
2,1,69,1,3,10787,66
3,1,22,1,3,10787,2
4,1,21,1,99,10787,4
5,1,47,1,3,10787,31
1,1,15,1,0,10788,2
1,1,23,1,0,10789,4
2,1,21,1,0,10789,10
2,2,99,9,0,10789,10
2,3,21,1,0,10789,10
1,1,50,2,3,10790,4
1,2,59,1,0,10790,4
1,3,53,2,3,10790,4
2,1,48,2,3,10790,2
2,2,25,1,3,10790,2
1,1,30,1,0,10791,2
2,1,20,2,0,10791,4
1,1,54,1,0,10792,80
0,1,31,2,0,10793,
