,State,FIPS_State,FIPS_County,County,County_State
1555,MO,29,145,Newton County,"Newton County, MO"
1556,MO,29,147,Nodaway County,"Nodaway County, MO"
1557,MO,29,149,Oregon County,"Oregon County, MO"
1558,MO,29,151,Osage County,"Osage County, MO"
1559,MO,29,153,Ozark County,"Ozark County, MO"
1560,MO,29,155,Pemiscot County,"Pemiscot County, MO"
1561,MO,29,157,Perry County,"Perry County, MO"
1562,MO,29,159,Pettis County,"Pettis County, MO"
1563,MO,29,161,Phelps County,"Phelps County, MO"
1564,MO,29,163,Pike County,"Pike County, MO"
1565,MO,29,165,Platte County,"Platte County, MO"
1566,MO,29,167,Polk County,"Polk County, MO"
1567,MO,29,169,Pulaski County,"Pulaski County, MO"
1568,MO,29,171,Putnam County,"Putnam County, MO"
1569,MO,29,173,Ralls County,"Ralls County, MO"
1570,MO,29,175,Randolph County,"Randolph County, MO"
1571,MO,29,177,Ray County,"Ray County, MO"
1572,MO,29,179,Reynolds County,"Reynolds County, MO"
1573,MO,29,181,Ripley County,"Ripley County, MO"
1574,MO,29,183,St. Charles County,"St. Charles County, MO"
1575,MO,29,185,St. Clair County,"St. Clair County, MO"
1576,MO,29,186,Ste. Genevieve County,"Ste. Genevieve County, MO"
1577,MO,29,187,St. Francois County,"St. Francois County, MO"
1578,MO,29,189,St. Louis County,"St. Louis County, MO"
1579,MO,29,195,Saline County,"Saline County, MO"
1580,MO,29,197,Schuyler County,"Schuyler County, MO"
1581,MO,29,199,Scotland County,"Scotland County, MO"
1582,MO,29,201,Scott County,"Scott County, MO"
1583,MO,29,203,Shannon County,"Shannon County, MO"
1584,MO,29,205,Shelby County,"Shelby County, MO"
1585,MO,29,207,Stoddard County,"Stoddard County, MO"
1586,MO,29,209,Stone County,"Stone County, MO"
1587,MO,29,211,Sullivan County,"Sullivan County, MO"
1588,MO,29,213,Taney County,"Taney County, MO"
1589,MO,29,215,Texas County,"Texas County, MO"
1590,MO,29,217,Vernon County,"Vernon County, MO"
1591,MO,29,219,Warren County,"Warren County, MO"
1592,MO,29,221,Washington County,"Washington County, MO"
1593,MO,29,223,Wayne County,"Wayne County, MO"
1594,MO,29,225,Webster County,"Webster County, MO"
1595,MO,29,227,Worth County,"Worth County, MO"
1596,MO,29,229,Wright County,"Wright County, MO"
1597,MO,29,510,St. Louis city,"St. Louis city, MO"
1598,MT,30,001,Beaverhead County,"Beaverhead County, MT"
1599,MT,30,003,Big Horn County,"Big Horn County, MT"
1600,MT,30,005,Blaine County,"Blaine County, MT"
1601,MT,30,007,Broadwater County,"Broadwater County, MT"
1602,MT,30,009,Carbon County,"Carbon County, MT"
1603,MT,30,011,Carter County,"Carter County, MT"
1604,MT,30,013,Cascade County,"Cascade County, MT"
1605,MT,30,015,Chouteau County,"Chouteau County, MT"
1606,MT,30,017,Custer County,"Custer County, MT"
1607,MT,30,019,Daniels County,"Daniels County, MT"
1608,MT,30,021,Dawson County,"Dawson County, MT"
1609,MT,30,023,Deer Lodge County,"Deer Lodge County, MT"
1610,MT,30,025,Fallon County,"Fallon County, MT"
1611,MT,30,027,Fergus County,"Fergus County, MT"
1612,MT,30,029,Flathead County,"Flathead County, MT"
1613,MT,30,031,Gallatin County,"Gallatin County, MT"
1614,MT,30,033,Garfield County,"Garfield County, MT"
1615,MT,30,035,Glacier County,"Glacier County, MT"
1616,MT,30,037,Golden Valley County,"Golden Valley County, MT"
1617,MT,30,039,Granite County,"Granite County, MT"
1618,MT,30,041,Hill County,"Hill County, MT"
1619,MT,30,043,Jefferson County,"Jefferson County, MT"
1620,MT,30,045,Judith Basin County,"Judith Basin County, MT"
1621,MT,30,047,Lake County,"Lake County, MT"
1622,MT,30,049,Lewis and Clark County,"Lewis and Clark County, MT"
1623,MT,30,051,Liberty County,"Liberty County, MT"
1624,MT,30,053,Lincoln County,"Lincoln County, MT"
1625,MT,30,055,McCone County,"McCone County, MT"
1626,MT,30,057,Madison County,"Madison County, MT"
1627,MT,30,059,Meagher County,"Meagher County, MT"
1628,MT,30,061,Mineral County,"Mineral County, MT"
1629,MT,30,063,Missoula County,"Missoula County, MT"
1630,MT,30,065,Musselshell County,"Musselshell County, MT"
1631,MT,30,067,Park County,"Park County, MT"
1632,MT,30,069,Petroleum County,"Petroleum County, MT"
1633,MT,30,071,Phillips County,"Phillips County, MT"
1634,MT,30,073,Pondera County,"Pondera County, MT"
1635,MT,30,075,Powder River County,"Powder River County, MT"
1636,MT,30,077,Powell County,"Powell County, MT"
1637,MT,30,079,Prairie County,"Prairie County, MT"
1638,MT,30,081,Ravalli County,"Ravalli County, MT"
1639,MT,30,083,Richland County,"Richland County, MT"
1640,MT,30,085,Roosevelt County,"Roosevelt County, MT"
1641,MT,30,087,Rosebud County,"Rosebud County, MT"
1642,MT,30,089,Sanders County,"Sanders County, MT"
1643,MT,30,091,Sheridan County,"Sheridan County, MT"
1644,MT,30,093,Silver Bow County,"Silver Bow County, MT"
1645,MT,30,095,Stillwater County,"Stillwater County, MT"
1646,MT,30,097,Sweet Grass County,"Sweet Grass County, MT"
1647,MT,30,099,Teton County,"Teton County, MT"
1648,MT,30,101,Toole County,"Toole County, MT"
1649,MT,30,103,Treasure County,"Treasure County, MT"
1650,MT,30,105,Valley County,"Valley County, MT"
1651,MT,30,107,Wheatland County,"Wheatland County, MT"
1652,MT,30,109,Wibaux County,"Wibaux County, MT"
1653,MT,30,111,Yellowstone County,"Yellowstone County, MT"
1654,NE,31,001,Adams County,"Adams County, NE"
1655,NE,31,003,Antelope County,"Antelope County, NE"
1656,NE,31,005,Arthur County,"Arthur County, NE"
1657,NE,31,007,Banner County,"Banner County, NE"
1658,NE,31,009,Blaine County,"Blaine County, NE"
1659,NE,31,011,Boone County,"Boone County, NE"
1660,NE,31,013,Box Butte County,"Box Butte County, NE"
1661,NE,31,015,Boyd County,"Boyd County, NE"
1662,NE,31,017,Brown County,"Brown County, NE"
1663,NE,31,019,Buffalo County,"Buffalo County, NE"
1664,NE,31,021,Burt County,"Burt County, NE"
1665,NE,31,023,Butler County,"Butler County, NE"
1666,NE,31,025,Cass County,"Cass County, NE"
1667,NE,31,027,Cedar County,"Cedar County, NE"
1668,NE,31,029,Chase County,"Chase County, NE"
1669,NE,31,031,Cherry County,"Cherry County, NE"
1670,NE,31,033,Cheyenne County,"Cheyenne County, NE"
1671,NE,31,035,Clay County,"Clay County, NE"
1672,NE,31,037,Colfax County,"Colfax County, NE"
1673,NE,31,039,Cuming County,"Cuming County, NE"
1674,NE,31,041,Custer County,"Custer County, NE"
1675,NE,31,043,Dakota County,"Dakota County, NE"
1676,NE,31,045,Dawes County,"Dawes County, NE"
1677,NE,31,047,Dawson County,"Dawson County, NE"
1678,NE,31,049,Deuel County,"Deuel County, NE"
1679,NE,31,051,Dixon County,"Dixon County, NE"
1680,NE,31,053,Dodge County,"Dodge County, NE"
1681,NE,31,055,Douglas County,"Douglas County, NE"
1682,NE,31,057,Dundy County,"Dundy County, NE"
1683,NE,31,059,Fillmore County,"Fillmore County, NE"
1684,NE,31,061,Franklin County,"Franklin County, NE"
1685,NE,31,063,Frontier County,"Frontier County, NE"
1686,NE,31,065,Furnas County,"Furnas County, NE"
1687,NE,31,067,Gage County,"Gage County, NE"
1688,NE,31,069,Garden County,"Garden County, NE"
1689,NE,31,071,Garfield County,"Garfield County, NE"
1690,NE,31,073,Gosper County,"Gosper County, NE"
1691,NE,31,075,Grant County,"Grant County, NE"
1692,NE,31,077,Greeley County,"Greeley County, NE"
1693,NE,31,079,Hall County,"Hall County, NE"
1694,NE,31,081,Hamilton County,"Hamilton County, NE"
1695,NE,31,083,Harlan County,"Harlan County, NE"
1696,NE,31,085,Hayes County,"Hayes County, NE"
1697,NE,31,087,Hitchcock County,"Hitchcock County, NE"
1698,NE,31,089,Holt County,"Holt County, NE"
1699,NE,31,091,Hooker County,"Hooker County, NE"
1700,NE,31,093,Howard County,"Howard County, NE"
1701,NE,31,095,Jefferson County,"Jefferson County, NE"
1702,NE,31,097,Johnson County,"Johnson County, NE"
1703,NE,31,099,Kearney County,"Kearney County, NE"
1704,NE,31,101,Keith County,"Keith County, NE"
1705,NE,31,103,Keya Paha County,"Keya Paha County, NE"
1706,NE,31,105,Kimball County,"Kimball County, NE"
1707,NE,31,107,Knox County,"Knox County, NE"
1708,NE,31,109,Lancaster County,"Lancaster County, NE"
1709,NE,31,111,Lincoln County,"Lincoln County, NE"
1710,NE,31,113,Logan County,"Logan County, NE"
1711,NE,31,115,Loup County,"Loup County, NE"
1712,NE,31,117,McPherson County,"McPherson County, NE"
1713,NE,31,119,Madison County,"Madison County, NE"
1714,NE,31,121,Merrick County,"Merrick County, NE"
1715,NE,31,123,Morrill County,"Morrill County, NE"
1716,NE,31,125,Nance County,"Nance County, NE"
1717,NE,31,127,Nemaha County,"Nemaha County, NE"
1718,NE,31,129,Nuckolls County,"Nuckolls County, NE"
1719,NE,31,131,Otoe County,"Otoe County, NE"
1720,NE,31,133,Pawnee County,"Pawnee County, NE"
1721,NE,31,135,Perkins County,"Perkins County, NE"
1722,NE,31,137,Phelps County,"Phelps County, NE"
1723,NE,31,139,Pierce County,"Pierce County, NE"
1724,NE,31,141,Platte County,"Platte County, NE"
1725,NE,31,143,Polk County,"Polk County, NE"
1726,NE,31,145,Red Willow County,"Red Willow County, NE"
1727,NE,31,147,Richardson County,"Richardson County, NE"
1728,NE,31,149,Rock County,"Rock County, NE"
1729,NE,31,151,Saline County,"Saline County, NE"
1730,NE,31,153,Sarpy County,"Sarpy County, NE"
1731,NE,31,155,Saunders County,"Saunders County, NE"
1732,NE,31,157,Scotts Bluff County,"Scotts Bluff County, NE"
1733,NE,31,159,Seward County,"Seward County, NE"
1734,NE,31,161,Sheridan County,"Sheridan County, NE"
1735,NE,31,163,Sherman County,"Sherman County, NE"
1736,NE,31,165,Sioux County,"Sioux County, NE"
1737,NE,31,167,Stanton County,"Stanton County, NE"
1738,NE,31,169,Thayer County,"Thayer County, NE"
1739,NE,31,171,Thomas County,"Thomas County, NE"
1740,NE,31,173,Thurston County,"Thurston County, NE"
1741,NE,31,175,Valley County,"Valley County, NE"
1742,NE,31,177,Washington County,"Washington County, NE"
1743,NE,31,179,Wayne County,"Wayne County, NE"
1744,NE,31,181,Webster County,"Webster County, NE"
1745,NE,31,183,Wheeler County,"Wheeler County, NE"
1746,NE,31,185,York County,"York County, NE"
1747,NV,32,001,Churchill County,"Churchill County, NV"
1748,NV,32,003,Clark County,"Clark County, NV"
1749,NV,32,005,Douglas County,"Douglas County, NV"
1750,NV,32,007,Elko County,"Elko County, NV"
1751,NV,32,009,Esmeralda County,"Esmeralda County, NV"
1752,NV,32,011,Eureka County,"Eureka County, NV"
1753,NV,32,013,Humboldt County,"Humboldt County, NV"
1754,NV,32,015,Lander County,"Lander County, NV"
1755,NV,32,017,Lincoln County,"Lincoln County, NV"
1756,NV,32,019,Lyon County,"Lyon County, NV"
1757,NV,32,021,Mineral County,"Mineral County, NV"
1758,NV,32,023,Nye County,"Nye County, NV"
1759,NV,32,027,Pershing County,"Pershing County, NV"
1760,NV,32,029,Storey County,"Storey County, NV"
1761,NV,32,031,Washoe County,"Washoe County, NV"
1762,NV,32,033,White Pine County,"White Pine County, NV"
1763,NV,32,510,Carson City,"Carson City, NV"
1764,NH,33,001,Belknap County,"Belknap County, NH"
1765,NH,33,003,Carroll County,"Carroll County, NH"
1766,NH,33,005,Cheshire County,"Cheshire County, NH"
1767,NH,33,007,Coos County,"Coos County, NH"
1768,NH,33,009,Grafton County,"Grafton County, NH"
